,event_id,event_type,event_timestamp,channel,post_id,post_text,views,forwards,source,is_real_data,post_type
1188,tg_post_1854,channel_post_published,2026-08-17 19:05:47,postupashki,1854,"Гайд на собесы аналитика в Ozon 

 Наши выпускники  сейчас активно ходят по собесам, поэтому по горячим следам собрали  гайд с реальными вопросами и задачами из Ozon .

Внутри: SQL, Python, A/B-тесты, статистика и продуктовая аналитика:  с 16 по 20 грейд, от стажёра до Senior .

У каждой задачи указаны грейд и ориентир по времени на решение.

Сохраняйте, делитесь с друзьями и ставьте 🔥, если хотите такие же гайды по другим бигтехам.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1189,tg_post_1855,channel_post_published,2026-08-18 19:05:48,postupashki,1855,"Наш студент прошёл больше шести этапов собеседований, получил два оффера - и остался ни с чем. Почему? Поучительная история в новом ролике. Смотрим! Смотрим! 

 https://www.youtube.com/shorts/glbdWwbwlWI ",,,telegram_export,True,content
1190,tg_post_1856,channel_post_published,2026-08-19 18:58:14,postupashki,1856,"Полный цикл отбора в Fast Forward   на кванта   (HFT)  

Лучший хфт фонд в России с офисом, что для хфт особенно важно. Весь нетворкинг проходит непосредственно очно, тебе не нужно ждать часы, для того чтобы получить ответ или отдельного созвона, thinkи будут проходить намного чаще, в общем одни плюсы от ирл коммуникации. Недавно  наш выпускник  проходил туда отбор, делимся с вами как прошли этапы. 

 Условия   (hr созвон) 
Первый созвон был с hr, которая поспрашивала про опыт и достижения. Тут скорее требуется заранее подготовить структурированный рассказ и придумать мотивацию. Мотивация ""хочу большие бабки"" не канает. По условиям сразу предупредили, что зп в конверте/криптой на холодный кошель. У них также есть и менялы, которые помогут в нал перевести всё. Офис в центре мск, есть компенсация на спортивные активности и дмс (до 100к), а также заказывают таксу до дома если в офисе просидел больше 10 часов. По зп на джун позицию стоит ориентироваться на 300-400к рублей. 
 
Тестовое 
Будьте готовы, что практически во всех фондах у вас отбор будет начинаться с тестового. На него нужно будет день выделить как миниум. Тут главное не намудрить, используйте простенькую модель, а основную идейность лучше заложить в микроструктуру фичей. Здесь давалась задача восстановления чужой стратегии по стакану и готовой разметке чужой стратегией. 
 
Первый тех собес 
На этот этап советую подготовиться ребятам, которые МЛщики и далеки от проги. Собес будет длиться в районе 1:30, может и больше, создалось ощущение что время не нормировано. Задачки здесь вы решать не будете. Вас опросят по cpython и плюсам. Опросят как работает интерпритатор, компилятор, как аллоцируются данные, как работают треды/процессы/GIL. Питон нужно знать будет на уровне тонкостей реализации структур данных (листы, хеш таблицы, очереди и т п), будет большим плюсом если знаешь различая в реализаций структур данных в python и c++. Также были вопросы по канкаренси (микрозадачки устные) и по АКОС(последнее скорее просто на понимание работы плюсов и как устроен кэш). Уточню на всякий случай, это собеседование было на кванта (не на swe). В конце спросили кейс: ""почему best_ask, best_bid покупка в стакане в слепую, то есть всегда, является плохой стратегией?"". 
 
Второй тех собес 
На этом собесе было более чилово, так как спрашивали уже задачи, а не кучу теоретических микровопросов (тут конечно без них полностью не обошлось). В начале были опросы по ML, но так как в хфт преимущественно в основном ток classic нужен будет, то только по classic опрашивали. Опросили по бустингам, по нейросетям чуть поспрашивали (рекурренткам). Были вопросы по основным проблемам во время обучения (перечислить все), также просили из оптов рассказать про все спуски которые знаю и рассказать какой быстрее сходится, почему и т п. А также по временным рядам погоняли, но тут скорее был вайб, что они начали опрашивать по этому из-за того что я заикнулся, что насмотрен в этой теме (поспрашивали гарчи, арима, var, как раскладывтаь на тренд и тесты). Затем пошли задачки, они по уровню были примерно как на школьных олимпиадах 9й класс, то есть классические брейнтизеры (было штуки 4). Похожие задачи для тернировки можно найти  quantguide .
 
Очный финал 
Встречался очно с лидом, он в процессе дал брейнтизер почти в самом начале встречи (я его быстро решил), опять же таска похожа на те как на прошлом собесе были. А затем было просто похоже на вайбчек он рассказывал чем занимаются, запугивал что нужно будет по 70 часов в неделю воркать. Очень много пытался выяснить про научные интересы, то есть статьи, которые написал, лаборатории вузовские. Также расспрашивал про другие достижения в духе олимпиад, соревнований и хакатонов. Ничего из этого у меня не было, поэтому не взяли. Вернулись с обратной связью, что все было классно, только мне нужно подрасти, опять же статьи, олимпиады или ШАД. 

По итогу именно с технической части на самом деле оказалось проще, чем я думал, да конечно расспрашивали в большом количестве, но спрашивали очень базовые вещи. Еще больше задач и вопросов с собесов в нашей открытой базе собесов и тестовых заданий на  нашем сайте . 

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1191,tg_post_1857,channel_post_published,2026-08-20 19:11:50,postupashki,1857,"Собрали 9 не самых очевидных стажировок в IT, которые стоит держать на радаре 

Не ограничились ссылками на карьерные сайты: по каждой программе разобрали реальные задачи, стек, этапы отбора, нагрузку, деньги, что известно о переходе в штат на опыте  наших стендов  и подводные камни, которые обычно не выносят на лендинг.

Внутри -  MAGNIT TECH, X5 Tech, КРОК, Московская биржа, Ростелеком, Kaspersky, Контур, YADRO и СИБУР Цифровой.  Если о чем-то забыли, пишите в комментариях! Список стажировок можно найти на  нашем сайте .

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1192,tg_post_1859,channel_post_published,2026-08-22 13:19:48,postupashki,1859,"Выходим на новый уровень с линейкой  1️⃣ 1️⃣ 1️⃣ 

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем  ПРО  — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов —  пишите менеджеру 

 📎 Курсы ПРО   подойдут тем, кто: 

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

 ➡️ Действует гарантия:  прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
 ➡️ Курс длится   6 недель : теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

 Открываем сразу 5 направлений: 

 ➡ ️ Аналитика ПРО 
 Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML. 

 ➡ ️ ML ПРО 
 Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование. 

 ➡ ️ Backend ПРО 
 Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы. 

 ➡ ️ Алгоритмы ПРО 
 Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов. 

 ➡ ️ ИИ-агенты ПРО  
 Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем. 

 В программу всех курсов войдет: 
 🔵 закрытый банк вопросов с интервью топовых бигтехов
 🔵 разбор ближайшей стажировки в Т-банк и Яндекс 
 🔵 mock-собеседования с обратной связью
 🔵 рефералка в бигтех после защиты пет-проекта
 🔵 карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

 💰 Бонус для всех записавшихся - курс про поиск валютной удалёнки и работы за рубежом в подарок ",,,telegram_export,True,content
1193,tg_post_1860,channel_post_published,2026-08-23 11:51:41,postupashki,1860,"Анализ айти рынка  

В  чате  очень часто просят поделиться экспертизой по стоянию айти рынка на сегодняшнее время. Грубо говоря, к чему готовиться и что делать. В посте обсужу паттерны и тенденции, которые вижу я на опыте наших студентов и выпускников. 

 От новичков требуют 2x 
Классический дэмпинг грейда: нанимаем миддла по цене стажера. Поясню на примере. Года два назад на вакансию того же мл стажера требовали классический мл и элементы DL. Сейчас же такие вакансии есть, но их прям очень мало. Теперь нужно знать теорию по рекомендательным системам, матчингу, MLOps, ранжированию и так далее. А еще будет плюсом знания архитектуры, вывод модели в прод или знания аналитического стека (АВ тесты, дашборды и тд). И такая тенденция для новичков не только в мл, но и в аналитике, бэкенде. 

Я связываю это с такими моментами:
1. Банально стало меньше денег и как-то нужно оптимизироваться. Можно уволить дорогих спецов с низкими оценками на код ревью и нанять дешевых. 
2. К тому же, сейчас есть нейросети и, скажем, тот же стажер аналитик спокойно сможет собрать витрину данных. Зачем нам под это нанимать дата инженера или какого дата специалиста. 
3. В крупные компании и так хороший поток кандидатов, поэтому не тянешь ты - потянет кто-то другой. Вакансий меньше, а вкатунов больше. Сейчас рынок работодателя. 
4. Эффект протоптанной дорожки. Средний уровень кандидатов вырос. Сейчас заботать какую-то тему намного проще, чем года два назад. Полно материалов, курсов и чат гпт, который поможет быстро во всем сориентироваться. 

 Стажер и джуниор позиций стало меньше 
Эта тенденция не противоречит предыдущей. В целом нанимать стажеров/джунов и растить их до старших грейдов - недешевое удовольствие. Такое сейчас могут позволить только крупные компании. Но при этом вакансий на миддла на порядок больше. Особенно нанимают с перспективой поднять на сеньора или лида. Так как последние активно перетекают зарубеж. Здесь бы я советовал при крепкой базе знаний подаваться сразу на миддла, особенно если есть хорошее образование: топовая мага/ШАД. В такой ситуации можно даже не стесняться ""крутить опыт"", но без криминала с подделкой документов. 

 Тренд на зарубеж  
Когда добиться повышения внутри компании стало сложнее, много специалистов, особенно старшие грейды смотрят на возможность зарабаывать в валюте. И это стало намного проще. Очень много компаний с российскими корнями, которые продолжают нанимать знакомых им специалистов из СНГ. Кроме этого зарубежом появилось куча стартапов (тех же AI стартапов), аутстаффов, для которых валютная удаленка в крипте вполне нормальное явление. Работа на зарубежную компанию привлекает не только доходом в валюте, но и перспективой роста как специалиста. Рынок труда очевидно за рубежом шире: больше компаний, есть компании разного масштаба, можно попробовать стек и технологии, которые для локальных российских компаний просто неактуальны и невыгодны. Как же вкатиться в валютный доход, рассказываем на  наших курсах ПРО  в соответствующем блоке. 

 Поливоркинг 
Мир в целом сейчас нестабилен, никто не застрахован от сокращения, и все стараются иметь не один источник дохода, а несколько. Да, это непросто, но что поделать. Специалисты старших грейдов с большим опытом могут совмещать по две работы на тех же валютных удаленках. Но начинающим специалистам - это будет прям очень трудно. Сначала нужно со всем разобраться на одной работе, а потом пробовать тянуть вторую, иначе выгорание гарантировано. Начинающим специалистам я бы советовал инвестировать свое время не в поиски второй работы, а больше в свое образование и изучения новых стеков, технологий: курсы, дополнительное образование (ШАД, ААА, мага) или просто подработка из смежной сферы, которая вас развивает.

 ИИ агенты 
Их хотят внедрить все компании: от стартапов до бигтехов. Отсюда хайп на инженеров, умеющих собирать ИИ-агентов, офферы улетают за пару недель. Но ценность направления не только в общей лихорадке. Агенты реально позволяют сильно оптимизировать работу: автоматизировать рутину, собирать информацию и помогать с кучей других процессов. По итогу высвобождается больше времени, которое можно употребить на более сложные задачи, дополнительные проекты или вообще вторую работу. Советую не игнорировать тему ИИ агентов и ковать железо, пока горячо. Как их нормально собирать, подключать к инструментам и превращать из игрушки в рабочую систему, будем разбирать на нашем новом курсе  ""ИИ-агенты ПРО"" . Ниже отзыв на преподавателя нашего курса,  Макара .

Короче, рынок охлаждается, конкуренция растет, а требования все выше. Но это не время для паники. Это время для, чтобы вкладываться в свои навыки и фундамент, не топтаться на одном месте.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1194,tg_post_1861,channel_post_published,2026-08-23 11:51:51,postupashki,1861,,,,telegram_export,True,content
1195,tg_post_1863,channel_post_published,2026-08-23 19:20:03,postupashki,1863,"Полный цикл собесов на Go-разработчика в Авито 

В посте разберемся, как на самом деле устроен наём в Авито. Свёл официальный  плейбук компании  с внутренними методичками для интервьюеров по техническим секциям, которые предоставили наши выпускники. Получилась такая роудмапа: 4-5 встреч от первого созвона до оффера, и на каждом этапе могут разбить на несколько созвонов.

 Этап 1. Звонок с рекрутером 
Тут все по классике: обсуждение опыта, ожидания от новой работы, причины смены места. Можно и нужно закидывать встречные вопросы про команду и процессы - лучше перед этим с  манифестом  ознакомиться, так будешь выглядить подшаренным, что +реп дает.

 Этап 2. Скоринговое интервью 
30 минут в Zoom по техничке, но без лайвкодинга. Спрашивают несложные вопросы: по алгоритмам и структурам данных, языку программирования, HTTP, SQL, Git, Unix. Легкий фильтр перед тем, как тратить 2-3 часа на полноценную техничку, тут просто нужно готовиться по теории, ничего страшного здесь нет.

 Этап 3. Техническое интервью  
2-3 часа, реальный лайвкодинг на их  платформе . Две обязательные секции плюс одна опциональная.

""Программирование"" - общая для любого стека часть на алгоритмы и сложность, причём библиотечными функциями пользоваться нельзя, только руками. Час времени, easy/medium задачки, уровень определяют по чёткой сетке: от ""не решил ни одной задачи"" до ""решил всё оптимально, без подсказок, ещё и объясняет вслух"". В целом, если вдруг твой код не компилиться из-за синтаксической ошибки например, но ты объяснил свой код, то на это скорее всего закроют глаза просто. Реальные задачи в файле.

""Платформа"" - уже под Go: указатели, горутины, каналы, context, сеть. Классика - горутины в цикле, которые ищут максимальное чётное число. Подробнее в файлике.

""Проектирование"" - опциональная, идёт последней и только при успешном прохождении первых двух. Главный дифференциатор для выхода на  грейд E5  и выше. Дают кейс вроде ""спроектируй доску объявлений"" или условие под конкретную команду, интервьюер играет заказчика и оценивает не столько итоговую схему, сколько ход рассуждений: начинают с простого варианта, а если остаётся время - усложняют требования. Рисуют в  Draw.io , Miro, Whimsical или Excalidraw - стоит заранее зарегистрироваться и освоиться с инструментом, а не разбираться в интерфейсе на самом интервью.

 Этап 4. Финальное интервью 
Час с нанимающим менеджером и рекрутером. Уже не про код, а про мотивацию, soft skills и culture fit. Расскажут, чем занимается команда и как устроены процессы, а сами посмотрят, комфортно ли вам друг с другом и совпадают ли взгляды с ценностями команды.

 Этап 5. Оффер 
Письменно или на коротком созвоне. Если не прошли отбор, дают обратную связь, а на техническое интервью можно попробовать зайти повторно через полгода.

Подробней с задачами в прикрепленном файле, все это закрывается на наших курсах. Отзывы о прошлом наборе на курс Бэкенд ПРО  здесь  и ниже (ставьте бананы). 
 ➡️  Записаться 

 Подписаться:   @postypashki_old ",,,telegram_export,True,content
1196,tg_post_1864,channel_post_published,2026-08-23 19:20:12,postupashki,1864,,,,telegram_export,True,content
1197,tg_post_1865,channel_post_published,2026-08-24 18:10:23,postupashki,1865,"Какие пет проекты гарантирует тебе оффер на аналитика? Обсудим в новом ролике. Смотрим! Смотрим!

 https://www.youtube.com/watch?v=6dk8k1ZzM40 ",,,telegram_export,True,content
1198,tg_post_1866,channel_post_published,2026-08-25 16:51:47,postupashki,1866,"Продолжаем знакомиться с талантливыми учениками ""Поступашек"". Сегодня в гостях -  Никита , наш ученик, который поступил в ШАД. Несмотря на не самую сильную базу: 

• обычная школа в Крыму, где ребята испытывали трудности с базовым ЕГЭ по математике
• не самый сильный ВУЗ МИЭТ, где большинство ребят просто находятся на передержке 

 Смотрим интервью по ссылке  https://www.youtube.com/watch?v=ziaZC6jZBr0 

Пример Никиты показывает, что благодаря трудолюбию, несмотря на временные неудачи, можно достигнуть поставленной цели. Получился разговор не только про образование и карьеру, но и про сомнения, анализ неудач, выбор и поиск своего пути.",,,telegram_export,True,content
1199,tg_post_1867,channel_post_published,2026-08-25 16:51:48,postupashki,1867,,,,telegram_export,True,content
1200,tg_post_1868,channel_post_published,2026-08-26 17:53:48,postupashki,1868,"Снова на учебу с ggsel   💐 

На сайте  собрали подборку  инструментов, которые могут пригодиться в учебе и работе  👨‍💻 

В подборке снизили цены до 13 сентября на нейронки, Adobe, Office и другой софт 🫰 ",,,telegram_export,True,content
1201,tg_post_1869,channel_post_published,2026-08-26 21:05:58,postupashki,1869,"Полный гайд по ML-собесам в Яндексе 

Система отбора в Яндексе - одна из самых стандартизированных на рынке. На какую бы позицию вы ни шли (стажёр, джун, мидл, сеньор, лид) собесы будут одинаковыми, отличаться будет только ожидаемый уровень ответов. Всё решают грейды (14–18).  Наши выпускники  не только регулярно проходят собесы в Яндекс, но и сами их проводят, поэтому мы знаем процедуру изнутри. 

 HR-скрининг (10-15 мин) 
Самый безопасный этап. В 99% случаев - просто рассказ о себе. Рекрутеры очень доброжелательны и очень редко реджектят на этом этапе, ибо и так воронка большая. 
За редким исключением могут спросить технику. Например алгоритмы сортировки и их асимптотику, переобучение (определение). 

 Алгособес (до часа, 2 задачи)  
Самый знаменитый этап. Есть мнение, что именно он служит для того, чтобы сбить грейд. 

Как проходит:
- платформа Яндекс. Код (как блокнот, компилятора нет),
- две задачи случайно из общего  пула ,
- первая Easy/Medium, вторая может быть Hard,
- для грейда 15 обычно достаточно решить одну,
- для 16–17 нужно решать обе.

Что важно на собесе:
- не начинайте с кода, сначала обсуждайте подход,
- проговаривайте каждую строчку вслух, чтобы интервьюер ""правильно оценил ваш грейд"". 
- рассуждайте о плюсах/минусах структур данных,
- используйте тайпинги (Python),
- не молчите, даже если тупите, интервьюер может помочь наводящими вопросами.

Главный лайфхак: не решайте всё подряд на LeetCode (их 3600+) - пул задач Яндекса ограничен и практически полностью совпадает с  нашим списком . 

 Секция ML + Algo (1 час) 
Здесь сначала даётся одна задача по алгоритмам (обычно Easy). Её нужно решить максимально быстро, чтобы осталось время на ML-часть. Если не решите задачу, к ML не перейдёте, и это почти гарантированный отказ (особенно для Middle+).

Когда задача решена, начинается блок по ML, типичные вопросы:
- что такое переобучение и как с ним бороться,
- метрики классификации и регрессии,
- кросс-энтропия и её связь с MLE.

А дальше, вам предложат выбрать одну из трёх тем для углублённого обсуждения:
1. Логистическая регрессия  
2. Деревья решений / бустинги  
3. Нейросети

Советую выбирать   нейросети, даже если обычно работаете с классикой.  
Почему?
- по логистической регрессии могут завалить матчастью (максимальное правдоподобие, вывод формул),
- по бустингам могут ждать каверзные вопросы про CatBoost vs XGBoost и внутреннее устройство,
- а по нейросетям всё базовое: Dropout, BatchNorm, линейные слои, подсчёт параметров, градиентный спуск - это легко и предсказуемо.

Также помните, что интервьюер может быть из другой области (например, NLP-шник собеседует CV-специалиста). Если он задаёт вопросы не по вашей специализации, спокойно говорите: ""Я работаю в Computer Vision, давайте перейдём к моей области, чтобы я мог показать свой реальный уровень""  - это нормально и даже плюс. Иначе есть риск занизить грейд. 

 ML Special (по специализации) 
Финальная техническая секция по вашей области (NLP, CV, классический ML, аудио и т.д.). Как правило, это системный дизайн или разбор кейса. Секция несложная: нужно показать широту, а не глубину. То есть знать базовые компоненты и уметь объяснить, как они работают вместе.

 Финалы (выбор команды и оффер)
 После всех техсекций рекрутер предложит вам команды, где есть открытые позиции.  Вы выбираете 2–3, с каждым лидом будет созвон. 

На финалах:  
- техвопросов почти нет
- лид рассказывает о команде, пытается ""продать"" вам вакансию, ибо до финалов доходит не так много людей,
- ваша задача показать себя позитивным, проактивным, не токсичным,  
- хорошие софт-скиллы могут поднять грейд на финальном решении
- если прям переживаете, то можно посталкерить, что команда пишет на харб, в LinkedIn.

Кстати, не обращайте внимание на материалы для подготовки, которые предлагают рекрутеры, они не имеют к реальности никакого отношения! Все обсудить/спросить совета можно в  нашем чате  единомышленников. 

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1202,tg_post_1870,channel_post_published,2026-08-28 19:05:59,postupashki,1870,"Самые интересные события в ближайшее время.
Все подобное вы можете обсудить в комментариях под этим постом или в нашем  чате .

1.  Стажировка Т-банк 
Для участия нужно заполнить анкету и решить экзамены до 6 сентября на ограниченное время. Разборы экзаменов и рекомендации по прохождению, подачи будут на  соответствующих курсах . 
 ➡️  Записаться 
Как гарантировано пройти на стажировку обязательно смотрим  здесь .

2.  Стажировка Яндекс 
Уже обновился контест на главную стажировку сезона. Для участия нужно решить вступительных контест, обычно достаточно 2/3. Разборы экзаменов и рекомендации по прохождению, подачи будут на  соответствующих курсах . 
 ➡️  Записаться 
Как гарантировано пройти на стажировку обязательно смотрим  здесь .

3.  Стажировка Авито 
На разработку. Для участия нужно подать заявку до 30 августа, выполнить тест, видеоинтервью, разбор теста на го будет на нашем курсе бэкенд про. 
 ➡️  Записаться . 

 Просьба от админа к организаторам : сделайте пожалуйста централизованные отборы на все направления по примеру Т-банка. 

4.  Сбер 
Для участия нужно заполнить анкету, через какое-то время придет тестовое (пример  тут ) или свяжется HR и задаст стандартные вопросы по мотивации и технической части: в духе, сколько в гигабайте килобайт. Как пройти на стажировку обязательно смотрим  здесь .

5.  VK  
В самом начале выбираете вакансию: не только направление, но и команду. Можно выбрать до двух вакансий. Далее ждет тестовое задание, на каждую вакансию оно разное. Отметим, что много вакансий с гибким графиком. Отзыв о ВК  здесь .

6.  Райффайзенбанк 
Вакансий обычно немного, поэтому не печальтесь, если сразу придет реджект. Попытаться стоит, но как всегда заполняем анкету с умом: пишем старшие курсы, город Москва и тд.

Также не забываем мониторить вакансии по компаниям, которые указаны  тут . 
Еще помним про сезонные школы, за которыми удобно следить тоже на нашем  сайте .

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1203,tg_post_1872,channel_post_published,2026-08-29 21:58:58,postupashki,1872,"❗️  Яндекс обновил  контест  на стажировку, задания  тут , а их разбор уже выложен  на  наших курсах :

 ➡️   алгоритмы про 
 ➡️   бэкенд разработка про 
 ➡️   аналитика про 
 ➡️   машинное обучение про 
 ➡️   ИИ-агенты ПРО — новое направление  🔥 

Помимо разборов, которые проходят все скрытые тесты на наличие ИИ в решениях, на наших курсах вы получаете:
 🔽 Курс по выходу на доход в валюте
🔽 Разбор текущей стажировки Т-банк 
🔽 Гарантия оффера
🔽 Рефералка в бигтех после защиты пет-проекта
🔽 mock-собеседования с обратной связью 

Успей  написать администратору  и не откладывай:  задания могут скоро поменять! ",,,telegram_export,True,content
1204,tg_post_1874,channel_post_published,2026-08-30 16:26:37,postupashki,1874,"ИИ-инженеры зарабатывают 300к/наносек!  

В вебинаре разобрали, что сегодня ждут от начинающего АI-специалиста: какие темы проверяют на технических интервью, как выглядят реальные кейсы и почему сейчас это самый простой способ вката в МЛ. Смотрим! Смотрим! 

 https://www.youtube.com/watch?v=0TiWWZwt43Y 

И да: в конце записи спрятан промокод на мощную скидку.",,,telegram_export,True,content
1205,tg_post_1875,channel_post_published,2026-08-31 17:11:02,postupashki,1875,"Открылся отбор на стажировку в Т-Банк  

Задачи уже выложены в нашем чате ( тут ). 

Специально для  участников курсов про  уже мы уже выложили разбор соответствующих экзаменов. В разборе мы покажем подход к решению задач и как оформить ответ, чтобы получить высокий балл.  

Также на курсах будет доступно:
 🔽 Курс по выходу на доход в валюте
🔽 Разбор текущей стажировки Яндекса
🔽 Гарантия оффера
🔽 Огромный банк технических вопросов
🔽 Рефералка в бигтех после защиты пет-проекта
🔽 mock-собеседования с обратной связью 

 📌   Вопросы и запись — менеджеру ",,,telegram_export,True,content
1206,tg_post_1876,channel_post_published,2026-09-01 20:40:56,postupashki,1876,"Как НЕ продолбать год 

В новом учебном году нас ждет море стажировок и образовательных программ— самое время наметить цели и планы, чтобы год не прошел впустую! 

 Стажировки 
 Т-банк в самом разгаре , разбор уже выложен на  наших курсах про . Яндекс уже обновил  контест  и ждет новых заявок. ВК, Сбер, Озон, Касперский и другие либо уже открыли прием заявок, либо откроют в ближайшее время. За открытием стажировок удобно следить на  нашем сайте . 

В общем не тупим и начинаем готовиться на наших курсах, экзамены начнутся вот-вот. 
 ➡️  Записаться . 

 Сезонные школы 
Яндекс, Т-банк, ВК, МТС, Сбер и другие постоянно проводят какие-то курсы, школы, иногда даже в стенах вашего ВУЗа. Понятно, что ничего невероятного не стоит ждать от бесплатных курсов, кроме невероятного количества кринжа, но зато выпускникам дают льготы для стажировки или позиции в штат. Так, например, рекрутеры в Т-банк, когда открывается стажерская вакансия, первым делом ищут кандидатов со своих академий и финтехов. Или например Яндекс участникам своих школ спокойно дает пересдавать секции по несколько раз. За всеми такими программами удобно следить на нашем  сайте . 

 Олимпиады  
Особенно стоит присмотреться выпускникам, планирующим поступать в магистратуру. Первые отборы начинаются не раньше октября. Обязательно пробуем свои силы в Я-профессионал, высшей лиге от ВШЭ, мега олимпиаде от ИТМО и тд. Вообще у каждого факультета есть своя олимпиада, которая по факту дает БВИ. Кроме перечисленных, еще есть универсиада от МГУ, олимпиада РЭШ, олимпиада Сколтеха и тд. Просто заходим на сайт интересующего факультета и смотрим льготы. Задания обычно не сложнее вступительных в магу, а если олимпиада от факультета, то к ней относятся просто как к досрочному экзамену. Участвовать лучше во всех олимпиадах, хотя бы чтоб оценить свои силы и подготовку. Список самых топовых магистратур с инсайдами  здесь .

Отдельная история олимпиады по алгоритмам и ML. Таких ребят нередко сами рекрутеры зовут на стажировки. О них напишем в будущих постах, если этот соберет 500 огоньков 🔥

 ШАД, Академия Авито 
Отборы начинаются не раньше мая и хоть большая часть заданий доступна любому второкурснику— все это предстоит вспомнить. Многое даже предстоит изучить заново, ибо из-за большой нагрузки студенты в лучшем случае успеют научиться решать задачи по алгоритму без понимания и успеют вызубрить теорию к экзамену. О каждой программе и подготовке к ней на нашем канале написан не один пост, ищем по ключевым словам или смотрим  ролик .

Обязательно ставьте огонек🔥 и делитесь с друзьями, если пост оказался для вас полезен.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
